id,title,realtime_start,realtime_end,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity
USASARTMISMEI,Sales: Retail Trade: Total Retail Trade: Volume for United States,2/4/2024,2/4/2024,1/1/1960,9/1/2023,Monthly,M,Index 2015=100,Index 2015=100,Seasonally Adjusted,SA,2023-12-12 14:47:05-06:00,23
USCONS,"All Employees, Construction",2/4/2024,2/4/2024,1/1/1939,1/1/2024,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2024-02-02 07:51:02-06:00,66
USEHS,"All Employees, Private Education and Health Services",2/4/2024,2/4/2024,1/1/1939,1/1/2024,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2024-02-02 07:50:04-06:00,59
USFIRE,"All Employees, Financial Activities",2/4/2024,2/4/2024,1/1/1939,1/1/2024,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2024-02-02 07:50:03-06:00,59
USGOOD,"All Employees, Goods-Producing",2/4/2024,2/4/2024,1/1/1939,1/1/2024,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2024-02-02 07:51:05-06:00,37
USGOVT,"All Employees, Government",2/4/2024,2/4/2024,1/1/1939,1/1/2024,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2024-02-02 07:50:02-06:00,67
USGSEC,"Treasury and Agency Securities, All Commercial Banks",2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Billions of U.S. Dollars,Bil. of U.S. $,Seasonally Adjusted,SA,2024-02-02 15:33:05-06:00,37
USGSECNSA,"Treasury and Agency Securities, All Commercial Banks",2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Billions of U.S. Dollars,Bil. of U.S. $,Not Seasonally Adjusted,NSA,2024-02-02 15:33:18-06:00,4
USINFO,"All Employees, Information",2/4/2024,2/4/2024,1/1/1939,1/1/2024,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2024-02-02 07:50:03-06:00,59
USLAH,"All Employees, Leisure and Hospitality",2/4/2024,2/4/2024,1/1/1939,1/1/2024,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2024-02-02 07:50:03-06:00,60
USMINE,"All Employees, Mining and Logging",2/4/2024,2/4/2024,1/1/1939,1/1/2024,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2024-02-02 07:51:03-06:00,57
USPBS,"All Employees, Professional and Business Services",2/4/2024,2/4/2024,1/1/1939,1/1/2024,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2024-02-02 07:50:03-06:00,61
USPRIV,"All Employees, Total Private",2/4/2024,2/4/2024,1/1/1939,1/1/2024,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2024-02-02 07:51:03-06:00,65
USREC,NBER based Recession Indicators for the United States from the Period following the Peak through the Trough,2/4/2024,2/4/2024,1854-12-01,1/1/2024,Monthly,M,+1 or 0,+1 or 0,Not Seasonally Adjusted,NSA,2024-02-01 18:01:02-06:00,68
USRECM,NBER based Recession Indicators for the United States from the Peak through the Trough,2/4/2024,2/4/2024,1854-12-01,1/1/2024,Monthly,M,+1 or 0,+1 or 0,Not Seasonally Adjusted,NSA,2024-02-01 18:01:02-06:00,31
USRECP,NBER based Recession Indicators for the United States from the Peak through the Period preceding the Trough,2/4/2024,2/4/2024,1854-12-01,1/1/2024,Monthly,M,+1 or 0,+1 or 0,Not Seasonally Adjusted,NSA,2024-02-01 18:01:03-06:00,10
USSERV,"All Employees, Other Services",2/4/2024,2/4/2024,1/1/1939,1/1/2024,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2024-02-02 07:50:04-06:00,57
USTPU,"All Employees, Trade, Transportation, and Utilities",2/4/2024,2/4/2024,1/1/1939,1/1/2024,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2024-02-02 07:51:06-06:00,29
USTRADE,"All Employees, Retail Trade",2/4/2024,2/4/2024,1/1/1939,1/1/2024,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2024-02-02 07:51:03-06:00,60
USWTRADE,"All Employees, Wholesale Trade",2/4/2024,2/4/2024,1/1/1939,1/1/2024,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2024-02-02 07:51:03-06:00,58
W055RC1,Personal current taxes,2/4/2024,2/4/2024,1/1/1959,12/1/2023,Monthly,M,Billions of Dollars,Bil. of $,Seasonally Adjusted Annual Rate,SAAR,2024-01-26 09:20:22-06:00,29
W062RC1M027SBEA,Personal current transfer payments: to government,2/4/2024,2/4/2024,1/1/1959,12/1/2023,Monthly,M,Billions of Dollars,Bil. of $,Seasonally Adjusted Annual Rate,SAAR,2024-01-26 09:20:36-06:00,4
W209RC1,"Compensation of employees, received",2/4/2024,2/4/2024,1/1/1959,12/1/2023,Monthly,M,Billions of Dollars,Bil. of $,Seasonally Adjusted Annual Rate,SAAR,2024-01-26 09:20:25-06:00,27
W211RC1,Personal current transfer payments,2/4/2024,2/4/2024,1/1/1959,12/1/2023,Monthly,M,Billions of Dollars,Bil. of $,Seasonally Adjusted Annual Rate,SAAR,2024-01-26 09:20:29-06:00,11
W823RC1,Personal current transfer receipts: Government social benefits to persons: Social security,2/4/2024,2/4/2024,1/1/1959,12/1/2023,Monthly,M,Billions of Dollars,Bil. of $,Seasonally Adjusted Annual Rate,SAAR,2024-01-26 09:20:21-06:00,35
W825RC1,Personal current transfer receipts: Government social benefits to persons: Unemployment insurance,2/4/2024,2/4/2024,1/1/1959,12/1/2023,Monthly,M,Billions of Dollars,Bil. of $,Seasonally Adjusted Annual Rate,SAAR,2024-01-26 09:20:24-06:00,21
W826RC1,Personal current transfer receipts: Government social benefits to persons: Veterans' benefits,2/4/2024,2/4/2024,1/1/1959,12/1/2023,Monthly,M,Billions of Dollars,Bil. of $,Seasonally Adjusted Annual Rate,SAAR,2024-01-26 09:20:34-06:00,5
W827RC1,Personal current transfer receipts: Government social benefits to persons: Other,2/4/2024,2/4/2024,1/1/1959,12/1/2023,Monthly,M,Billions of Dollars,Bil. of $,Seasonally Adjusted Annual Rate,SAAR,2024-01-26 09:20:29-06:00,12
W875RX1,Real personal income excluding current transfer receipts,2/4/2024,2/4/2024,1/1/1959,12/1/2023,Monthly,M,Billions of Chained 2017 Dollars,Bil. of Chn. 2017 $,Seasonally Adjusted Annual Rate,SAAR,2024-01-26 09:20:17-06:00,55
WPSFD4111,Producer Price Index by Commodity: Final Demand: Finished Consumer Foods,2/4/2024,2/4/2024,4/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Seasonally Adjusted,SA,2024-01-12 07:53:05-06:00,56
WPSFD413112,Producer Price Index by Commodity: Final Demand: Durable Consumer Goods,2/4/2024,2/4/2024,4/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Seasonally Adjusted,SA,2024-01-12 07:53:25-06:00,5
WPSFD41312,Producer Price Index by Commodity: Final Demand: Private Capital Equipment,2/4/2024,2/4/2024,4/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Seasonally Adjusted,SA,2024-01-12 07:53:09-06:00,22
WPSFD49207,Producer Price Index by Commodity: Final Demand: Finished Goods,2/4/2024,2/4/2024,4/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Seasonally Adjusted,SA,2024-01-12 07:53:07-06:00,41
WPSFD49502,Producer Price Index by Commodity: Final Demand: Personal Consumption Goods (Finished Consumer Goods),2/4/2024,2/4/2024,4/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Seasonally Adjusted,SA,2024-01-12 07:53:24-06:00,7
WPSID61,Producer Price Index by Commodity: Intermediate Demand by Commodity Type: Processed Goods for Intermediate Demand,2/4/2024,2/4/2024,4/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Seasonally Adjusted,SA,2024-01-12 07:53:14-06:00,19
WPSID62,Producer Price Index by Commodity: Intermediate Demand by Commodity Type: Unprocessed Goods for Intermediate Demand,2/4/2024,2/4/2024,4/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Seasonally Adjusted,SA,2024-01-12 07:53:18-06:00,6
WPSID69111,Producer Price Index by Commodity: Intermediate Demand by Commodity Type: Processed Materials Less Foods and Feeds,2/4/2024,2/4/2024,4/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Seasonally Adjusted,SA,2024-01-12 07:53:31-06:00,3
WPU01,Producer Price Index by Commodity: Farm Products,2/4/2024,2/4/2024,1/1/1913,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:53:08-06:00,30
WPU011,"Producer Price Index by Commodity: Farm Products: Fruits and Melons, Fresh/Dry Vegetables and Nuts",2/4/2024,2/4/2024,1/1/1926,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:53:15-06:00,19
WPU0111,Producer Price Index by Commodity: Farm Products: Fresh Fruits and Melons,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:53:23-06:00,4
WPU011101,Producer Price Index by Commodity: Farm Products: Citrus Fruits,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:53:17-06:00,10
WPU01110104,Producer Price Index by Commodity: Farm Products: Lemons,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:53:15-06:00,12
WPU01110106,Producer Price Index by Commodity: Farm Products: Navel Oranges,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:57:51-06:00,5
WPU011102,Producer Price Index by Commodity: Farm Products: Other Fruits and Berries,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:57:51-06:00,4
WPU01110215,Producer Price Index by Commodity: Farm Products: Red Delicious Apples,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:57:51-06:00,3
WPU01110219,Producer Price Index by Commodity: Farm Products: Peaches,2/4/2024,2/4/2024,7/1/1947,10/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2023-11-15 07:53:16-06:00,8
WPU01110221,Producer Price Index by Commodity: Farm Products: Pears,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:53:27-06:00,4
WPU01110222,Producer Price Index by Commodity: Farm Products: Strawberries,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:53:13-06:00,20
WPU01110228,Producer Price Index by Commodity: Farm Products: Grapes,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:53:16-06:00,15
WPU0113,Producer Price Index by Commodity: Farm Products: Fresh and Dry Vegetables,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:53:23-06:00,7
WPU01130211,Producer Price Index by Commodity: Farm Products: Cabbage,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:53:23-06:00,12
WPU01130212,Producer Price Index by Commodity: Farm Products: Carrots,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:53:14-06:00,12
WPU01130214,Producer Price Index by Commodity: Farm Products: Sweet Corn,2/4/2024,2/4/2024,1/1/1960,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:53:17-06:00,7
WPU01130215,Producer Price Index by Commodity: Farm Products: Lettuce,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:53:20-06:00,12
WPU01130216,Producer Price Index by Commodity: Farm Products: Dry Onions,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:53:10-06:00,26
WPU01130217,Producer Price Index by Commodity: Farm Products: Tomatoes,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:53:10-06:00,27
WPU012,Producer Price Index by Commodity: Farm Products: Grains,2/4/2024,2/4/2024,1/1/1926,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:53:04-06:00,57
WPU0121,Producer Price Index by Commodity: Farm Products: Wheat,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:53:09-06:00,26
WPU01210101,Producer Price Index by Commodity: Farm Products: Hard Red Winter Wheat,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:53:21-06:00,4
WPU01210104,Producer Price Index by Commodity: Farm Products: Soft Red Winter Wheat,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:57:50-06:00,3
WPU01220101,Producer Price Index by Commodity: Farm Products: Barley,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:53:16-06:00,15
WPU0131,Producer Price Index by Commodity: Farm Products: Slaughter Cattle,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:53:21-06:00,14
WPU0141,Producer Price Index by Commodity: Farm Products: Slaughter Chickens,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:53:24-06:00,4
WPU014102,Producer Price Index by Commodity: Farm Products: Broilers and Other Meat Type Chickens,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:53:27-06:00,5
WPU015,Producer Price Index by Commodity: Farm Products: Raw Cotton,2/4/2024,2/4/2024,1/1/1926,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:53:23-06:00,10
WPU0181,Producer Price Index by Commodity: Farm Products: Hay and Hayseeds,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:53:13-06:00,19
WPU01810101,Producer Price Index by Commodity: Farm Products: Alfalfa Hay,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:53:11-06:00,22
WPU01830111,Producer Price Index by Commodity: Farm Products: Peanuts,2/4/2024,2/4/2024,1/1/1947,11/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2023-12-13 07:53:05-06:00,24
WPU01830121,Producer Price Index by Commodity: Farm Products: Cottonseed,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:53:21-06:00,7
WPU01830131,Producer Price Index by Commodity: Farm Products: Soybeans,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:53:11-06:00,21
WPU01PLUS02,"Producer Price Index by Commodity: Farm Products, Processed Foods and Feeds",2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:53:18-06:00,9
WPU02,Producer Price Index by Commodity: Processed Foods and Feeds,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:53:17-06:00,14
WPU021,Producer Price Index by Commodity: Processed Foods and Feeds: Cereal and Bakery Products,2/4/2024,2/4/2024,1/1/1926,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:53:31-06:00,3
WPU0211,Producer Price Index by Commodity: Processed Foods and Feeds: Bakery Products,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:53:31-06:00,6
WPU021203,Producer Price Index by Commodity: Processed Foods and Feeds: Wheat Flour,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:57:47-06:00,4
WPU022,"Producer Price Index by Commodity: Processed Foods and Feeds: Meats, Poultry, and Fish",2/4/2024,2/4/2024,1/1/1926,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:53:30-06:00,4
WPU0221,Producer Price Index by Commodity: Processed Foods and Feeds: Meats,2/4/2024,2/4/2024,3/1/1939,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:53:05-06:00,56
WPU022101,"Producer Price Index by Commodity: Processed Foods and Feeds: Beef and Veal Products, Fresh or Frozen",2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:53:30-06:00,4
WPU0223,Producer Price Index by Commodity: Processed Foods and Feeds: Unprocessed and Prepared Seafood,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:53:30-06:00,3
WPU02230103,Producer Price Index by Commodity: Processed Foods and Feeds: Salmon,2/4/2024,2/4/2024,1/1/1950,8/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2023-12-13 07:53:25-06:00,5
WPU023,Producer Price Index by Commodity: Processed Foods and Feeds: Dairy Products,2/4/2024,2/4/2024,1/1/1926,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:53:24-06:00,9
WPU024,Producer Price Index by Commodity: Processed Foods and Feeds: Processed Fruits and Vegetables,2/4/2024,2/4/2024,1/1/1926,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:53:24-06:00,4
WPU0244,Producer Price Index by Commodity: Processed Foods and Feeds: Canned Vegetables and Juices,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:53:30-06:00,8
WPU025,Producer Price Index by Commodity: Processed Foods and Feeds: Sugar and Confectionery,2/4/2024,2/4/2024,1/1/1926,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:53:29-06:00,3
WPU02610101,Producer Price Index by Commodity: Processed Foods and Feeds: Bottled Beer and Ale,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:58:05-06:00,3
WPU02610103,Producer Price Index by Commodity: Processed Foods and Feeds: Canned Beer and Ale,2/4/2024,2/4/2024,1/1/1960,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:58:05-06:00,3
WPU026301,"Producer Price Index by Commodity: Processed Foods and Feeds: Coffee (Whole Bean, Ground, and Instant)",2/4/2024,2/4/2024,12/1/1958,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:53:18-06:00,18
WPU0278,"Producer Price Index by Commodity: Processed Foods and Feeds: Shortening, Cooking Oil, and Margarine",2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:53:11-06:00,21
WPU02780109,"Producer Price Index by Commodity: Processed Foods and Feeds: Margarine, Butter Blends, and Butter Substitutes",2/4/2024,2/4/2024,1/1/1947,9/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2023-10-11 07:56:33-05:00,5
WPU0281,"Producer Price Index by Commodity: Processed Foods and Feeds: Canned Jams, Jellies, and Preserves",2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:53:29-06:00,5
WPU029,Producer Price Index by Commodity: Processed Foods and Feeds: Prepared Animal Feeds,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:53:05-06:00,56
WPU02940301,Producer Price Index by Commodity: Processed Foods and Feeds: Meat Meal and Meat and Bone Meal,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:53:21-06:00,11
WPU03,Producer Price Index by Commodity: Textile Products and Apparel,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:53:11-06:00,21
WPU032601,Producer Price Index by Commodity: Textile Products and Apparel: Spun Cotton Yarns,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:53:19-06:00,7
WPU041,"Producer Price Index by Commodity: Hides, Skins, Leather, and Related Products: Hides and Skins, Including Cattle",2/4/2024,2/4/2024,1/1/1926,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:53:08-06:00,39
WPU051,Producer Price Index by Commodity: Fuels and Related Products and Power: Coal,2/4/2024,2/4/2024,1/1/1926,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:53:22-06:00,10
WPU054,Producer Price Index by Commodity: Fuels and Related Products and Power: Electric Power,2/4/2024,2/4/2024,1/1/1958,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:53:17-06:00,4
WPU0543,Producer Price Index by Commodity: Fuels and Related Products and Power: Industrial Electric Power,2/4/2024,2/4/2024,1/1/1958,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:53:12-06:00,20
WPU0561,Producer Price Index by Commodity: Fuels and Related Products and Power: Crude Petroleum (Domestic Production),2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:53:04-06:00,57
WPU057,"Producer Price Index by Commodity: Fuels and Related Products and Power: Petroleum Products, Refined",2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:53:12-06:00,12
WPU0571,Producer Price Index by Commodity: Fuels and Related Products and Power: Gasoline,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:53:04-06:00,57
WPU0573,Producer Price Index by Commodity: Fuels and Related Products and Power: Light Fuel Oils,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:57:40-06:00,5
WPU06,Producer Price Index by Commodity: Chemicals and Allied Products,2/4/2024,2/4/2024,1/1/1933,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:53:07-06:00,43
WPU061,Producer Price Index by Commodity: Chemicals and Allied Products: Industrial Chemicals,2/4/2024,2/4/2024,1/1/1933,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:53:02-06:00,64
WPU0621,Producer Price Index by Commodity: Chemicals and Allied Products: Prepared Paint,2/4/2024,2/4/2024,1/1/1935,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:53:28-06:00,3
WPU0622,Producer Price Index by Commodity: Chemicals and Allied Products: Paint Materials,2/4/2024,2/4/2024,1/1/1935,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:53:09-06:00,20
WPU063,Producer Price Index by Commodity: Chemicals and Allied Products: Drugs and Pharmaceuticals,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:52:26-06:00,9
WPU064,"Producer Price Index by Commodity: Chemicals and Allied Products: Fats and Oils, Inedible",2/4/2024,2/4/2024,1/1/1933,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:52:50-06:00,5
WPU0652,Producer Price Index by Commodity: Chemicals and Allied Products: Fertilizer Materials,2/4/2024,2/4/2024,1/1/1933,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:52:41-06:00,5
WPU065202,Producer Price Index by Commodity: Chemicals and Allied Products: Phosphates,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:52:14-06:00,25
WPU066,Producer Price Index by Commodity: Chemicals and Allied Products: Plastic Resins and Materials,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:52:09-06:00,32
WPU0671,Producer Price Index by Commodity: Chemicals and Allied Products: Soaps and Detergents,2/4/2024,2/4/2024,1/1/1933,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:52:49-06:00,8
WPU0675,Producer Price Index by Commodity: Chemicals and Allied Products: Cosmetics and Other Toilet Preparations,2/4/2024,2/4/2024,1/1/1947,12/1/2023,Monthly,M,Index 1982=100,Index 1982=100,Not Seasonally Adjusted,NSA,2024-01-12 07:52:41-06:00,10
